,DestID,OriginID,Weight
0,106435580,106435580,0.3563678461072518
1,43406187,106435580,0.15454841700978242
2,45064234,106435580,0.2692102394928512
3,554804,106435580,0.2198734973901145
4,321267997,227120850,1.0
5,321267997,227682872,0.6198924857949235
6,43315194,227682872,0.23996074034964016
7,45064234,227682872,0.14014677385543628
8,262114344,262114344,0.17882423088087013
9,287495750,262114344,0.24811789961248312
10,378103920,262114344,0.18514982852410136
11,43315194,262114344,0.048345528093615635
12,45064234,262114344,0.3395625128889297
13,43315194,28138917,1.0
14,106435580,28142389,0.451869233191047
15,45064234,28142389,0.548130766808953
16,262114344,287495750,0.17541985378315889
17,287495750,287495750,0.6217852679687055
18,378103920,287495750,0.20279487824813563
19,227682872,321267997,0.019218712996617156
20,321267997,321267997,0.8290772262957098
21,45064234,321267997,0.1315620339827481
22,553697,321267997,0.004565736894067257
23,554804,321267997,0.014527953331200246
24,568007,321267997,0.001048336499657552
25,262114344,378103920,0.01833720352854871
26,287495750,378103920,0.04577528138086983
27,321267997,378103920,0.009480227159480412
28,378103920,378103920,0.6037296203594386
29,43315194,378103920,0.1400220331914552
30,45064234,378103920,0.1778025545494192
31,554804,378103920,0.004853079830788121
32,287495750,43315194,0.10440361223145382
33,378103920,43315194,0.24968702361362297
34,43315194,43315194,0.44229216316069503
35,45064234,43315194,0.12586841205032506
36,554804,43315194,0.060672582896796716
37,568350,43315194,0.017076206047106503
38,106435580,45064234,0.0003943738557775589
39,227682872,45064234,0.00017354190743144356
40,262114344,45064234,0.0005035488907978292
41,28142389,45064234,0.0004435120748588644
42,287495750,45064234,0.00019338830288908823
43,321267997,45064234,0.006629672029420654
44,378103920,45064234,0.0038126889108874304
45,43315194,45064234,0.000255875805159539
46,45064234,45064234,0.9866513189983619
47,554804,45064234,0.000942079224415714
48,287495750,554804,0.0030077885172612017
49,321267997,554804,0.0415440128070579
50,378103920,554804,0.04474689213574274
51,43315194,554804,0.07071356031945628
52,45064234,554804,0.034930333610059934
53,553697,554804,0.17585663080180433
54,554804,554804,0.5969745266824993
55,568155,554804,0.01545059454972701
56,793874391,554804,0.016775660576391384
57,321267997,568015,0.4816390557742593
58,530620,568015,0.20544378579218583
59,554804,568015,0.3129171584335549
60,45064234,568201,0.7748176657523289
61,554804,568201,0.22518233424767115
62,43315194,568350,0.4782583794998228
63,45064234,568350,0.1891712760907666
64,568350,568350,0.3325703444094106
65,106435580,793874391,0.5848531580003132
66,554804,793874391,0.41514684199968677
67,106435580,608955,0.025963956979165724
68,568007,608955,0.030002794731480393
69,774871,608955,0.9440332482893539
70,106435580,609901,0.006975424436842852
71,555223,609901,0.2180982707252865
72,609901,609901,0.436196541450573
73,774871,609901,0.006975424436842852
74,775053,609901,0.0745936913788483
75,775266,609901,0.25716064757160645
76,636436,636436,0.4589963280293758
77,774871,636436,0.5410036719706243
78,774871,636444,1.0
79,553697,645982,1.0
80,106435580,698164,0.1976843472331511
81,553697,698164,0.09455245902923774
82,568007,698164,0.006255833773200984
83,568201,698164,0.02643089769177416
84,698164,698164,0.00737354274067956
85,703869,698164,0.007951859818379918
86,774871,698164,0.6471494273195791
87,775002,698164,0.005228089653317965
88,775266,698164,0.00737354274067956
89,106435580,703869,0.46222458907317343
90,553697,703869,0.004834859117969807
91,568015,703869,8.310482118023173e-05
92,568058,703869,0.0018701450449041116
93,608955,703869,0.000203565873556011
94,703869,703869,0.05765959871492483
95,774871,703869,0.4173011366644159
96,775002,703869,8.310482118023173e-05
97,775053,703869,6.945188627205081e-05
98,775096,703869,0.00035888619158061226
99,775118,703869,0.0004918024596273
100,775258,703869,0.05431995118444078
101,775266,703869,0.0004998041467748482
102,609901,705616,0.020598158246287895
103,775096,705616,0.9631969969795346
104,775258,705616,0.01620484477417754
105,775258,746410,0.09836612204068022
106,775266,746410,0.9016338779593198
107,106435580,746428,0.4067784973796828
108,774871,746428,0.04229123280774424
109,775118,746428,0.5423713298395771
110,775258,746428,0.008558939972995857
111,106435580,748480,0.013504788635455952
112,568007,748480,0.015755586741365273
113,774871,748480,0.7483607717593375
114,775053,748480,0.22237885286384135
115,106435580,757772,0.028724985958546147
116,553697,757772,0.03149295961931936
117,568015,757772,0.04358747772226537
118,568350,757772,0.06051953689947698
119,608955,757772,0.0023502023088026146
120,698164,757772,0.0211670818331768
121,703869,757772,0.11088322050549229
122,774871,757772,0.4824201330048544
123,775002,757772,0.0032673290419416487
124,775053,757772,0.0019062752060287874
125,775096,757772,0.06025111733735103
126,775258,757772,0.1516620435535179
127,775266,757772,0.001767637009226694
128,106435580,759805,0.49912973624313833
129,774871,759805,0.5008702637568616
130,106435580,759830,0.1736918601161169
